"","SN","Id","tree_id","location","species","UTM","X","Y","district","forest_type","dev_status","density","quality","crown","st_ht","cr_ht","Ht","dbh","Hx","Dx","v_ob","Vol_tree","x","y","predictions","pred_model1","pred_sm","pred_fit"
"113",113,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,10,26.8,0.133843608,1.213507141,0.416666666666667,26.8,40.5605972903473,40.5605972903473,41.1756901783109,0.719430143133479
"114",114,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,8,31.4,0.157857234,1.213507141,0.333333333333333,31.4,45.9383541595033,45.9383541595033,45.4747735617022,0.765660251429181
"115",115,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,6,32,0.177733504,1.213507141,0.25,32,51.3161110286593,51.3161110286593,49.146641250244,0.787312441075379
"116",116,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,4,35.2,0.122897365,1.213507141,0.166666666666667,35.2,56.6938678978153,56.6938678978153,51.9552360141973,0.822387239925042
"117",117,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,2.8,37,0.108980598,1.213507141,0.116666666666667,37,59.9205220193089,59.9205220193089,53.1278220611952,0.880306078773908
"118",118,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,1.8,37.5,0.055813852,1.213507141,0.075,37.5,62.6094004538869,62.6094004538869,54.1189391700852,0.970904380250497
"119",119,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,1.3,37.9,0.06283805,1.213507141,0.0541666666666667,37.9,63.9538396711758,63.9538396711758,56.7876091122346,1.03664270395135
"120",120,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,0.8,42,0.071617561,1.213507141,0.0333333333333333,42,65.2982788884648,65.2982788884648,63.613818428446,1.11947711227183
"121",121,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,0.3,43.4,0.024051147,1.213507141,0.0125,43.4,66.6427181057538,66.6427181057538,76.7179024914022,1.22232413093868
"122",122,6,"109ds","singpur","sal",44,447410,3187364,"kanchanpur","sal asna",4,65,2,1,84,13.8,24,37.9,0.15,46.9,1.237558289,1.213507141,0.00625,46.9,67.0460498709405,67.0460498709405,82.1903034241204,1.25754905841596
"123",123,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,34.5,0,0.004810422,5.529573859,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"124",124,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,32,7,0.004095731,5.529573859,0.927536231884058,7,7.59260952726063,7.59260952726063,6.93049983972004,0.135997858806121
"125",125,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,31.3,10,0.013865521,5.529573859,0.907246376811594,10,8.90197641714209,8.90197641714209,8.6274542365558,0.163920794570576
"126",126,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,30,13.1,0.042732254,5.529573859,0.869565217391304,13.1,11.3336577840648,11.3336577840648,11.6460611981782,0.208170148317871
"127",127,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,28,19.3,0.01820083,5.529573859,0.811594202898551,19.3,15.074706040869,15.074706040869,16.0118343609026,0.267436864245107
"128",128,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,27.4,20,0.052610072,5.529573859,0.794202898550725,20,16.1970205179102,16.1970205179102,17.2694146322839,0.284905645736361
"129",129,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,26,23.6,0.097653528,5.529573859,0.753623188405797,23.6,18.8157542976731,18.8157542976731,20.1352241488434,0.327150747184268
"130",130,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,24,26.2,0.147390541,5.529573859,0.695652173913043,26.2,22.5568025544773,22.5568025544773,24.1077483917944,0.393259359551942
"131",131,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,22,34.5,0.234670835,5.529573859,0.63768115942029,34.5,26.2978508112814,26.2978508112814,27.9442390016433,0.46603419592652
"132",132,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,20,42.4,0.31320755,5.529573859,0.579710144927536,42.4,30.0388990680856,30.0388990680856,31.6364199674374,0.541799793389874
"133",133,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,18,46.8,0.353721119,5.529573859,0.521739130434783,46.8,33.7799473248898,33.7799473248898,35.1760105709671,0.614662841869046
"134",134,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,16,48.1,0.374141655,5.529573859,0.463768115942029,48.1,37.5209955816939,37.5209955816939,38.5547300940229,0.678241294477911
"135",135,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,14,49.5,0.411386493,5.529573859,0.405797101449275,49.5,41.2620438384981,41.2620438384981,41.7636674570238,0.727393477858872
"136",136,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,12,52.8,0.454801238,5.529573859,0.347826086956522,52.8,45.0030920953023,45.0030920953023,44.7655267880909,0.759947202524517
"137",137,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,10,54.8,0.486562588,5.529573859,0.289855072463768,54.8,48.7441403521064,48.7441403521064,47.4837234736397,0.778428873199305
"138",138,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,8,56.5,0.520405968,5.529573859,0.231884057971014,56.5,52.4851886089106,52.4851886089106,49.838789245978,0.791792599161245
"139",139,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,6,58.6,0.580421184,5.529573859,0.173913043478261,58.6,56.2262368657148,56.2262368657148,51.7512558374136,0.81714930458357
"140",140,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,4,62.9,0.394197148,5.529573859,0.115942028985507,62.9,59.9672851225189,59.9672851225189,53.1416549802542,0.881495838876412
"141",141,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,2.8,66.4,0.364453269,5.529573859,0.0811594202898551,66.4,62.2119140766014,62.2119140766014,53.8154768583025,0.954346445672247
"142",142,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,1.8,69.8,0.196316262,5.529573859,0.0521739130434783,69.8,64.0824382050035,64.0824382050035,57.2272382226195,1.04378243301254
"143",143,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,1.3,71.6,0.214662622,5.529573859,0.0376811594202899,71.6,65.0177002692045,65.0177002692045,61.7413871904116,1.10063835854741
"144",144,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,0.8,76.2,0.24926703,5.529573859,0.0231884057971014,76.2,65.9529623334056,65.9529623334056,69.0794581112637,1.16686866064705
"145",145,7,"110ds","singpur","sal",44,447266,3187859,"kanchanpur","sal",4,70,1,1,84,17,34.5,71.6,0.3,83,5.529573859,5.529573859,0.00869565217391304,83,66.8882243976066,66.8882243976066,79.9552583071541,1.24351128856323
"146",146,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,19,0,0.004241025,0.581934287,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"147",147,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,16,6,0.009188888,0.581934287,0.842105263157895,6,13.1057332741299,13.1057332741299,13.7510846546944,0.236841511831843
"148",148,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,14,9,0.002843058,0.581934287,0.736842105263158,9,19.8986893193796,19.8986893193796,21.2986722939677,0.345525494178208
"149",149,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,13.6,10,0.020990875,0.581934287,0.715789473684211,10,21.2572805284295,21.2572805284295,22.7428181146714,0.369453415964706
"150",150,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,12,15.3,0.039766678,0.581934287,0.631578947368421,15.3,26.6916453646293,26.6916453646293,28.3398290406869,0.47395868517024
"151",151,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,10,16.5,0.047517151,0.581934287,0.526315789473684,16.5,33.4846014098789,33.4846014098789,34.9023097744905,0.609167882732235
"152",152,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,8,23.8,0.093180817,0.581934287,0.421052631578947,23.8,40.2775574551286,40.2775574551286,40.9365222757654,0.716048699810849
"153",153,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,6,24.9,0.097779973,0.581934287,0.315789473684211,24.9,47.0705135003783,47.0705135003783,46.3078371352783,0.771496656016909
"154",154,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,4,25,0.066395603,0.581934287,0.210526315789474,25,53.8634695456279,53.8634695456279,50.5990930325881,0.79853826926723
"155",155,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,2.8,28,0.068280895,0.581934287,0.147368421052632,28,57.9392431727777,57.9392431727777,52.4575010596299,0.839735056071666
"156",156,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,1.8,30.9,0.037859984,0.581934287,0.0947368421052632,30.9,61.3357211954025,61.3357211954025,53.5042328949732,0.921979568210372
"157",157,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,1.3,31.2,0.040885248,0.581934287,0.068421052631579,31.2,63.033960206715,63.033960206715,54.6411234438207,0.989983372767584
"158",158,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,0.8,33.3,0.045413917,0.581934287,0.0421052631578947,33.3,64.7321992180274,64.7321992180274,60.0968709162846,1.08233453508019
"159",159,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,0.3,34.7,0.015375718,0.581934287,0.0157894736842105,34.7,66.4304382293398,66.4304382293398,74.1449140340398,1.20462801211497
"160",160,8,"111ds","singpur","sal",44,447083,3188062,"kanchanpur","tmh",3,65,2,1,84,6.4,19,31.2,0.15,37.5,0.597310006,0.581934287,0.00789473684210526,37.5,66.9399099327335,66.9399099327335,80.6737037090886,1.24807210055782
"161",161,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,21.3,0,0.00103375,0.859508038,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"162",162,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,20,4.5,0.00713199,0.859508038,0.938967136150235,4.5,6.85493804000347,6.85493804000347,5.95009986654011,0.118477179358024
"163",163,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,18,8.4,0.013239066,0.859508038,0.845070422535211,8.4,12.9143823996159,12.9143823996159,13.527214781465,0.233825170934161
"164",164,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,16,9.9,0.000293419,0.859508038,0.751173708920188,9.9,18.9738267592282,18.9738267592282,20.3057247125332,0.329795669793733
"165",165,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,15.9,10,0.025508506,0.859508038,0.746478873239437,10,19.2767989772088,19.2767989772088,20.6318691188836,0.334900062117822
"166",166,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,14,15.2,0.042197413,0.859508038,0.657276995305164,15.2,25.0332711188406,25.0332711188406,26.6631296247796,0.440853481878791
"167",167,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,12,17.5,0.053004173,0.859508038,0.563380281690141,17.5,31.092715478453,31.092715478453,32.6492832892581,0.562899675540851
"168",168,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,10,19.2,0.00905506,0.859508038,0.469483568075117,19.2,37.1521598380654,37.1521598380654,38.2289985224683,0.672547725739524
"169",169,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,9.7,20,0.072527339,0.859508038,0.455399061032864,20,38.0610764920072,38.0610764920072,39.0287254750816,0.686319943545679
"170",170,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,8,26.2,0.125067042,0.859508038,0.375586854460094,26.2,43.2116041976777,43.2116041976777,43.3585231418884,0.746399658241007
"171",171,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,6,30.1,0.156683098,0.859508038,0.28169014084507,30.1,49.2710485572901,49.2710485572901,47.839222149829,0.780322193816653
"172",172,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,1.8,33,0.046546035,0.859508038,0.0845070422535211,33,61.9958817124761,61.9958817124761,53.7057510007048,0.945852670614801
"173",173,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,4,33,0.115131577,0.859508038,0.187793427230047,33,55.3304929169025,55.3304929169025,51.3378878376589,0.808722892441507
"174",174,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,0.8,34,0.048285051,0.859508038,0.0375586854460094,34,65.0256038922823,65.0256038922823,61.7905625364787,1.10115735755602
"175",175,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,1.3,35.8,0.047861538,0.859508038,0.0610328638497653,35.8,63.5107428023792,63.5107428023792,55.5525767694289,1.01322357115881
"176",176,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,0.3,36.1,0.015827564,0.859508038,0.0140845070422535,36.1,66.5404649821854,66.5404649821854,75.4528973092155,1.2137287776162
"177",177,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,2.8,36.8,0.095942981,0.859508038,0.131455399061033,36.8,58.9661595326699,58.9661595326699,52.8252341507288,0.85849569434442
"178",178,9,"112ds","Singhpur","sal",44,442086,3194912,"Kanchanpur","sal asna",4,65,1,1,69,9.5,21.3,35.8,0.15,37.2,0.875335603,0.859508038,0.00704225352112676,37.2,66.9949233091563,66.9949233091563,81.452807553746,1.25296539362275
"179",179,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,37,0,0.003225535,6.745989931,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"180",180,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,35.5,7.4,0.003950201,6.745989931,0.959459459459459,7.4,5.5325052507097,5.5325052507097,4.1454202158758,0.083003660175212
"181",181,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,34.8,10,0.01055059,6.745989931,0.94054054054054,10,6.75340140478836,6.75340140478836,5.81371518574124,0.115948434675566
"182",182,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,34,14.7,0.03657727,6.745989931,0.918918918918919,14.7,8.14871129516396,8.14871129516396,7.65778892748186,0.148307394741588
"183",183,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,32,15.8,0.023292242,6.745989931,0.864864864864865,15.8,11.636986021103,11.636986021103,12.0116317552313,0.213222887060624
"184",184,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,31,20,0.04375051,6.745989931,0.837837837837838,20,13.3811233840725,13.3811233840725,14.0719068259748,0.241160748644118
"185",185,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,30,25,0.102997219,6.745989931,0.810810810810811,25,15.125260747042,15.125260747042,16.0689295800281,0.268219932469892
"186",186,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,28,26.2,0.131346115,6.745989931,0.756756756756757,26.2,18.613535472981,18.613535472981,19.9167538742568,0.323784998174575
"187",187,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,26,31.4,0.168224184,6.745989931,0.702702702702703,31.4,22.10181019892,22.10181019892,23.6317047260457,0.384824573798849
"188",188,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,24,34,0.203006872,6.745989931,0.648648648648649,34,25.590084924859,25.590084924859,27.2292330029251,0.451883907171051
"189",189,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,22,37.8,0.2621998,6.745989931,0.594594594594595,37.8,29.0783596507981,29.0783596507981,30.7026561800474,0.522365740108909
"190",190,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,20,43.7,0.3294279,6.745989931,0.540540540540541,43.7,32.5666343767371,32.5666343767371,34.0452612037476,0.591749044204726
"191",191,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,18,47.8,0.376575532,6.745989931,0.486486486486487,47.8,36.0549091026761,36.0549091026761,37.2503350203609,0.654807756610581
"192",192,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,16,50.1,0.422765006,6.745989931,0.432432432432432,50.1,39.5431838286151,39.5431838286151,40.3111645762224,0.706829515823529
"193",193,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,14,53.6,0.469296904,6.745989931,0.378378378378378,53.6,43.0314585545541,43.0314585545541,43.2137785333976,0.744834397470798
"194",194,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,12,55.7,0.502424022,6.745989931,0.324324324324324,55.7,46.5197332804931,46.5197332804931,45.9061741067933,0.768793650094994
"195",195,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,10,57.4,0.53773998,6.745989931,0.27027027027027,57.4,50.0080080064322,50.0080080064322,48.3239344809717,0.782848430939292
"196",196,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,8,59.6,0.6057134,6.745989931,0.216216216216216,59.6,53.4962827323712,53.4962827323712,50.4026359269551,0.796528541732644
"197",197,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,6,64.5,0.69417804,6.745989931,0.162162162162162,64.5,56.9845574583102,56.9845574583102,52.0778547157656,0.825971164474969
"198",198,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,4,68.4,0.448734373,6.745989931,0.108108108108108,68.4,60.4728321842492,60.4728321842492,53.2851671184254,0.895139597222359
"199",199,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,2.8,69.6,0.408760985,6.745989931,0.0756756756756757,69.6,62.5657970198126,62.5657970198126,54.0779440990889,0.969027666619729
"200",200,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,1.8,74.6,0.256857875,6.745989931,0.0486486486486487,74.6,64.3099343827821,64.3099343827821,58.1038378174313,1.05680310497355
"201",201,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,1.3,86.7,0.319605411,6.745989931,0.0351351351351351,86.7,65.1820030642669,65.1820030642669,62.8057816616106,1.11156599199271
"202",202,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,0.8,93.6,0.384789965,6.745989931,0.0216216216216216,93.6,66.0540717457516,66.0540717457516,70.0719539709093,1.17463330020593
"203",203,10,"113ds","krishnapur","sal",44,447917,3190852,"kanchanpur","tmh",4,65,1,1,69,13.3,37,86.7,0.3,104.1,6.745989931,6.745989931,0.00810810810810811,104.1,66.9261404272364,66.9261404272364,80.4810276016632,1.24685361287739
